noun,relative,dist
途絶,0.0,0.14285714285714285
過当,0.0,0.0
見込,0.0,0.0
調べ,0.0,0.0
鯨漁,0.0,0.0
装置,0.0,0.0
投下,0.0,0.0
貸与,0.0,0.0
投入,0.0,0.0
船価,0.0,0.0
欠損,0.0,0.0
プロシア,0.0,0.0
具合,0.0,0.0
発言,0.0,0.47619047619047616
任命,0.0,0.0
代弁,0.0,0.0
外務省,0.0,0.1111111111111111
一覧,0.0,0.0030581039755351682
手続き,0.0,0.14285714285714285
創刊,0.0,0.0
石井,0.0,0.05555555555555555
窓口,0.0,0.0
柳田,0.0,0.0
違反,0.0,1.0
拝借,0.0,0.0
売渡,0.0,0.0
ねらい,0.0,0.0
醤油,0.0,0.0
レベル,0.0,0.0
本格化,0.0,0.0
相馬,0.0,0.25
屯所,0.0,0.0
貸付,0.0,0.058823529411764705
着手,0.0,0.0
届出,0.0,0.0
緩和,0.0,0.0
方式,0.0,0.008130081300813009
変容,0.0,0.0
運用,0.0,0.0
融資,0.0,0.0
直航,0.0,0.0
石数,0.0,0.0
関わり,0.0,0.0
基幹,0.0,0.0
利害,0.0,0.0
経済上,0.0,0.07692307692307693
工事費,0.0,0.0
失敗,0.0,0.08333333333333333
着工,0.0,0.0
支障,0.0,0.0
納税,0.0,0.0
促進,0.0,0.0
大網,0.0,0.0
自立,0.0,0.08333333333333333
沢村,0.0,0.7337662337662337
自費,0.0,0.0
改訂,0.0,0.0
軍事,0.0,0.5333333333333333
遠隔地,0.0,0.0
運営,0.0,0.0
経理,0.0,0.0
投資,0.0,0.0
再開発,0.0,0.14285714285714285
採算,0.0,0.0
貸付金,0.0,0.0
損益,0.0,0.0
支出,0.0,0.0
決算,0.0,0.0
削減,0.0,0.17989417989417988
前出,0.0,0.45
慶喜,0.0,0.0
進捗,0.0,0.0
当面,0.0,0.07142857142857142
常備,0.0,0.0
遊撃隊,0.0,0.0
公正,0.0,0.4444444444444444
枚田,0.0,0.0
協同,0.0,0.0
祝賀会,0.0,0.0
辞職,0.0,0.14285714285714285
杉野,0.0,0.0
次郎吉,0.0,0.0
区会議員,0.0,0.0
安浪,0.0,0.0
組長,0.0,0.1
間接,0.0,0.06666666666666667
元長,0.0,0.0
村尾,0.0,0.0
借家,0.0,0.25
埋め立て,0.0,0.0
つながり,0.0,0.09090909090909091
選挙法,0.0,0.0
教育費,0.0,0.0
総則,0.0,0.0
科目,0.0,0.0
つぎ,0.0,0.16666666666666666
裁定,0.0,0.0
改選,0.0,0.0
起業,0.0,0.0
選出,0.0,0.0
互選,0.0,0.0
選挙人,0.0,0.0
議会,0.0,0.7605861244019139
諮問,0.0,0.0
不動産,0.0,0.0
公布,0.0,0.0
起工,0.0,0.25
自主,0.0,0.0
自治区,0.0,0.0
補助金,0.0,0.0
富岡,0.0,0.0
督促,0.0,0.14285714285714285
自治制,0.0,0.0
区役所,0.0,0.14285714285714285
事業費,0.0,0.0
職種,0.0,0.0
税額,0.0,0.0
地価,0.0,0.0
先祖,0.0,0.02631578947368421
原価,0.0,0.07692307692307693
費目,0.0,0.0
他府県,0.0,0.0
国税,0.0,0.0
百十三,0.0,0.3333333333333333
民費,0.0,0.0
返済,0.0,0.0
主眼,0.0,0.0
正右衛門,0.0,0.14285714285714285
親睦,0.0,0.0
近所,0.0,0.625
議決,0.0,0.0
正副,0.0,0.0
地方税,0.0,0.0
証券,0.0,0.0
三業,0.0,0.0
国費,0.0,0.0
区民,0.0,0.0
共有,0.0,0.0
授業料,0.0,0.0
